Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M11	60
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M10	417
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M09	2.749
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M08	15.947
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M07	12.371
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M06	3.526
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M05	1.187
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M04	830
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M03	143
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M02	53
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2006M01	40
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M12	58
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M11	123
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M10	526
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M09	2.516
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M08	22.579
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M07	13.532
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M06	3.275
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M05	1.263
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M04	318
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M03	359
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M02	46
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2005M01	12
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M12	..
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M11	34
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M10	322
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M09	2.882
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M08	26.445
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M07	13.054
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M06	3.383
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M05	1.117
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M04	733
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M03	67
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M02	107
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2004M01	30
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M12	88
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M11	61
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M10	316
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M09	2.772
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M08	22.396
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M07	15.149
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M06	2.333
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M05	1.353
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M04	585
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M03	152
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M02	41
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2003M01	21
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M12	9
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M11	129
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M10	283
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M09	3.060
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M08	14.706
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M07	11.832
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M06	2.144
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M05	921
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M04	244
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M03	199
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M02	36
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2002M01	18
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M12	27
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M11	69
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M10	217
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M09	1.947
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M08	14.416
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M07	11.155
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M06	2.264
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M05	540
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M04	274
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M03	133
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M02	88
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2001M01	27
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M12	22
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M11	9
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M10	221
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M09	2.125
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M08	12.517
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M07	9.421
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M06	2.430
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M05	492
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M04	347
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M03	75
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M02	8
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	2000M01	9
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M12	27
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M11	90
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M10	191
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M09	2.336
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M08	12.584
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M07	9.950
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M06	1.787
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M05	491
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M04	185
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M03	133
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M02	40
National Total	03 Asturias, Principado de	Guests	Total	Residents abroad	1999M01	0
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M09	105.542
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M08	465.859
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M07	326.617
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M06	108.791
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M05	38.242
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M04	32.707
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M03	9.276
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M02	1.464
National Total	03 Asturias, Principado de	Overnight stays	Total		2025M01	983
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M12	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M11	2.842
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M10	23.259
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M09	111.516
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M08	462.927
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M07	319.894
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M06	99.271
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M05	36.859
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M04	16.039
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M03	25.652
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M02	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2024M01	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M12	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M11	1.993
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M10	38.023
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M09	126.903
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M08	447.301
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M07	319.874
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M06	118.643
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M05	43.526
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M04	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M03	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M02	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2023M01	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M12	2.472
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M11	2.560
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M10	8.793
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M09	98.464
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M08	412.610
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M07	316.923
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M06	78.027
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M05	23.360
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M04	29.281
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M03	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M02	1.808
National Total	03 Asturias, Principado de	Overnight stays	Total		2022M01	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M12	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M11	1.936
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M10	13.832
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M09	96.589
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M08	417.747
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M07	254.929
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M06	70.030
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M05	12.651
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M04	1.390
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M03	545
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M02	1.362
National Total	03 Asturias, Principado de	Overnight stays	Total		2021M01	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M12	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M11	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M10	14.478
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M09	81.794
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M08	357.775
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M07	235.928
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M06	52.381
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M05	.
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M04	0
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M03	1.540
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M02	2.602
National Total	03 Asturias, Principado de	Overnight stays	Total		2020M01	1.603
